idno,author-short,title-short,year,country,narrative-perspective,subgenre-theme,subgenre-current,subgenre-novela,tokens
nh0055,GutierrezE,Montoneros,1886,Argentina,heterodiegetic,novela histórica,novela romántica,none,82313
nh0056,GutierrezE,MuerteHeroe,1886,Argentina,heterodiegetic,novela histórica,novela romántica,none,104443
nh0058,DominguezS,Palomas,1886,Argentina,heterodiegetic,other,novela naturalista,none,37027
nh0061,EchagueP,Chapanay,1884,Argentina,heterodiegetic,other,novela romántica,none,26780
nh0063,ZayasGuarnerosP,Herencias,1899,Mexico,heterodiegetic,other,novela romántica,novela,95614
nh0064,DiazCovarrubiasJ,Gomez,1858,Mexico,heterodiegetic,novela histórica,novela romántica,novela,81575
nh0066,MartinezVillergasJ,VidaChaleco,1859,Cuba,heterodiegetic,other,unknown,novela,197895
nh0069,MateosJA,CerroCampanas,1868,Mexico,heterodiegetic,novela histórica,novela romántica,novela,213844
nh0070,MezaR,DonAniceto,1889,Cuba,heterodiegetic,other,unknown,novela,41914
nh0073,DiazCovarrubiasJ,Diablo,1858,Mexico,heterodiegetic,other,novela romántica,novela,17663
nh0074,GamboaF,UnoTantos,1889,Mexico,heterodiegetic,other,novela naturalista,none,18177
nh0081,BungeCO,Sangre,1903,Argentina,heterodiegetic,novela histórica,unknown,novela,79999
nh0082,PodestaMT,AlmaNina,1892,Argentina,heterodiegetic,other,novela romántica,none,35006
nh0084,LarretaE,GloriaRamiro,1908,Argentina,heterodiegetic,novela histórica,novela modernista,none,88443
nh0086,LugonesL,Guerra,1905,Argentina,heterodiegetic,novela histórica,novela modernista,none,62205
nh0088,MoranteP,Grandezas,1896,Argentina,heterodiegetic,other,novela naturalista,novela,56661
nh0090,PaynoM,Bandidos,1892,Mexico,heterodiegetic,other,novela naturalista,novela,217243
nh0091,CalcagnoF,DonEnriquito,1895,Cuba,heterodiegetic,novela histórica,unknown,novela,26096
nh0094,MansoJP,MisteriosPlata,1868,Argentina,heterodiegetic,novela histórica,novela romántica,novela,42919
nh0095,MansoJP,FamiliaComendador,1854,Argentina,heterodiegetic,other,novela romántica,novela,35977
nh0097,PazI,Corregidora,1887,Mexico,heterodiegetic,novela histórica,novela romántica,none,91038
nh0100,PortilloA,MariaLuisa,1896,Mexico,heterodiegetic,novela histórica,unknown,none,37570
nh0103,ZamacoisN,MendigoSanAngel,1865,Mexico,heterodiegetic,novela histórica,unknown,novela,330876
nh0104,CastilloFM,HermanaAngeles,1854,Mexico,heterodiegetic,other,novela romántica,none,29672
nh0105,PaynoM,HombreSituacion,1861,Mexico,heterodiegetic,other,novela romántica,novela,50534
nh0106,SierraOReillyJ,HijaJudio,1848,Mexico,heterodiegetic,novela histórica,novela romántica,novela,195753
nh0107,ZamacoisN,Pompeya,1871,Mexico,heterodiegetic,novela histórica,unknown,none,303394
nh0108,InclanLG,Astucia,1866,Mexico,heterodiegetic,novela histórica,novela romántica,novela,315998
nh0111,MateosJA,Insurgentes,1869,Mexico,heterodiegetic,novela histórica,novela romántica,novela,148644
nh0113,GomezAvellanedaG,Sab,1841,Cuba,heterodiegetic,other,novela romántica,novela,53129
nh0114,BobadillaE,Fuego,1903,Cuba,heterodiegetic,other,novela naturalista,novela,63807
nh0115,GomezAvellanedaG,Guatimozin,1846,Cuba,heterodiegetic,novela histórica,novela romántica,novela,130454
nh0116,GomezAvellanedaG,VeladaHelecho,1857,Cuba,heterodiegetic,novela histórica,novela romántica,novela,19566
nh0117,GomezAvellanedaG,Espatolino,1844,Cuba,heterodiegetic,novela histórica,novela romántica,novela,58341
nh0118,VillaverdeC,Cecilia,1839,Cuba,heterodiegetic,other,novela romántica,novela,182647
nh0119,MartiJ,Amistad,1885,Cuba,heterodiegetic,other,novela modernista,novela,36093
nh0122,RivaPalacioV,Muertos,1870,Mexico,heterodiegetic,novela histórica,novela romántica,novela,108815
nh0123,SylvaV,AsiSea,1893,Argentina,autodiegetic,other,unknown,novela,57822
nh0125,RivaPalacioV,Calvario,1868,Mexico,heterodiegetic,novela histórica,novela romántica,novela,136311
nh0132,OteroR,CeciliaMatancera,1861,Cuba,heterodiegetic,other,unknown,novela,60881
nh0135,ZambranaVazquezF,Francisco,1873,Cuba,heterodiegetic,other,novela realista,novela,36604
nh0136,AzuelaM,MariaLuisa,1907,Mexico,heterodiegetic,other,novela naturalista,none,23358
nh0139,RoblesP,Plateados,1891,Mexico,heterodiegetic,novela histórica,unknown,none,52286
nh0142,OlavarriaFerrariE,TalamoHorca,1868,Mexico,heterodiegetic,novela histórica,novela romántica,novela,157266
nh0143,OlavarriaFerrariE,VenganzaRemordimiento,1869,Mexico,heterodiegetic,novela histórica,novela romántica,novela,151801
nh0145,CasteraP,DramasCorazon,1890,Mexico,heterodiegetic,other,novela romántica,none,42858
nh0149,PazI,Marina,1883,Mexico,heterodiegetic,novela histórica,novela romántica,novela,188941
nh0150,LarrosaAnsaldoL,Esposos,1893,Argentina,heterodiegetic,novela histórica,novela romántica,novela,36721
nh0151,GuadalajaraJR,AmaliaPaginas,1891,Mexico,autodiegetic,other,novela romántica,none,36956
nh0152,PazI,Juarez,1904,Mexico,heterodiegetic,novela histórica,novela romántica,none,186349
nh0154,AuberNoyaVF,Wilhelmina,1843,Cuba,heterodiegetic,other,unknown,none,28612
nh0155,SaldiasA,Bianchetto,1896,Argentina,heterodiegetic,other,novela naturalista,none,59107
nh0156,PazI,PiedraSacrificio,1871,Mexico,heterodiegetic,other,novela romántica,novela,110776
nh0158,EchaizJ,Paladin,1871,Mexico,heterodiegetic,novela histórica,novela romántica,novela,103198
nh0159,MateosJA,SolMayo,1868,Mexico,heterodiegetic,novela histórica,novela romántica,novela,178353
nh0160,BarredaR,PepaLarrica,1884,Argentina,heterodiegetic,novela histórica,unknown,none,120215
nh0161,LopezVF,GranSemana,1896,Argentina,autodiegetic,novela histórica,novela romántica,none,20770
nh0164,GroussacP,FrutoVedado,1881,Argentina,heterodiegetic,other,novela naturalista,none,68462
nh0165,SaladoAlvarezV,RanasRey,1903,Mexico,autodiegetic,novela histórica,novela realista,none,58901
nh0166,BacardiMoreauE,ViaCrucis,1910,Cuba,heterodiegetic,novela histórica,unknown,none,99221
nh0168,GomezAvellanedaG,Dolores,1851,Cuba,heterodiegetic,novela histórica,unknown,novela,26730
nh0169,VillaverdeC,Penitente,1889,Cuba,homodiegetic,novela histórica,novela romántica,novela,36425
nh0173,CamposRM,ClaudioOronoz,1906,Mexico,homodiegetic,other,novela modernista,novela,63347
nh0174,RabasaE,CuartoPoder,1888,Mexico,autodiegetic,other,novela realista,novela,39206
nh0176,OlascoagaMJ,SargentoClaro,1898,Argentina,heterodiegetic,novela histórica,unknown,novela,49116
nh0177,DiazOlazabalR,BACosmopolita,1900,Argentina,heterodiegetic,other,novela naturalista,novela,32168
nh0180,AnconaE,Filibustero,1864,Mexico,heterodiegetic,novela histórica,novela romántica,novela,101221
nh0181,AnconaE,MartiresAnahuac,1870,Mexico,heterodiegetic,novela histórica,novela romántica,novela,126730
nh0182,AnconaE,MemoriasAlferez,1904,Mexico,autodiegetic,novela histórica,novela romántica,novela,124274
nh0184,AlmazanJP,HerejeMusulman,1870,Mexico,heterodiegetic,novela histórica,unknown,novela,73430
nh0185,HolmbergEL,ViajeMaravillosoNicNac,1875,Argentina,autodiegetic,other,unknown,none,33524
nh0188,VillaverdeC,Historia habanera,1840,Cuba,heterodiegetic,other,novela romántica,none,68339
nh0189,HolmbergEL,TipoOriginal,1879,Argentina,autodiegetic,other,novela naturalista,none,39549
nh0191,GamboaF,LaLlaga,1910,Mexico,heterodiegetic,other,novela naturalista,none,112713
nh0192,GamboaF,SupremaLey,1896,Mexico,heterodiegetic,other,novela naturalista,none,114201
nh0193,GamboaF,Reconquista,1908,Mexico,heterodiegetic,other,novela naturalista,none,98704
nh0195,PellizaSagastaJ,Margarita,1875,Argentina,heterodiegetic,other,novela romántica,novela,69250
nh0196,PazI,AltezaSerenisima,1895,Mexico,heterodiegetic,novela histórica,novela romántica,none,76659
nh0200,VarelaLV,HuellaCrimen,1877,Argentina,heterodiegetic,other,unknown,novela,45322
nh0203,RivaPalacioV,MonjaCasada,1868,Mexico,heterodiegetic,novela histórica,novela romántica,novela,144648
nh0208,SanchezMarmolM,AntonPerez,1903,Mexico,heterodiegetic,novela histórica,novela realista,novela,55622
nh0209,SanchezMarmolM,Previvida,1906,Mexico,heterodiegetic,other,unknown,novela,38884
nh0210,ZayasEnriquezR,Teniente,1902,Mexico,heterodiegetic,novela histórica,novela realista,novela,62052
nh0212,SanchezMarmolM,JuanitaSousa,1890,Mexico,heterodiegetic,other,unknown,novela,32314
nh0214,ZentellaA,Perico,1885,Mexico,heterodiegetic,other,novela realista,novela,22593
nh0217,MendezCuencaL,EspejoAmarilis,1902,Mexico,heterodiegetic,other,novela naturalista,novela,180344
nh0218,LlanosJ,ArturoSierra,1884,Argentina,heterodiegetic,other,unknown,none,27599
nh0221,IglesiaA,Alondra,1897,Cuba,heterodiegetic,other,novela realista,novela,49828
nh0222,BungeCO,Xarcas,1903,Argentina,heterodiegetic,novela histórica,unknown,novela,33582
nh0227,MateosJA,SacerdoteCaudillo,1869,Mexico,heterodiegetic,novela histórica,novela romántica,novela,190317
nh0231,IglesiaA,PepeAntonio,1903,Cuba,heterodiegetic,novela histórica,unknown,none,76720
nh0237,PizarroN,Coqueta,1861,Mexico,heterodiegetic,other,novela romántica,novela,51132
nh0238,BetancourtR,FeriaCaridad,1841,Cuba,heterodiegetic,other,novela romántica,none,43766
nh0240,CasteraP,Maduros,1882,Mexico,heterodiegetic,other,novela romántica,none,17444
nh0242,HerediaN,HombreNegocios,1882,Cuba,heterodiegetic,other,unknown,novela,42098
nh0243,MarquezJ,HermanosSilencio,1896,Cuba,heterodiegetic,novela histórica,unknown,novela,27840
nh0245,GuerreroPallaresT,NubeNegra,1874,Cuba,heterodiegetic,other,unknown,novela,41403
nh0246,TovarP,Ironias,1851,Mexico,heterodiegetic,other,novela romántica,novela,206900
nh0247,CabralJV,AmeliaFloriani,1887,Argentina,heterodiegetic,novela histórica,novela romántica,novela,172938
nh0248,CabralJV,SanTelmo,1897,Argentina,heterodiegetic,novela histórica,novela romántica,none,35057
nh0249,CabralJV,LinaMontalvan,1880,Argentina,heterodiegetic,novela histórica,novela romántica,none,45183
nh0251,RamirezJM,Avelina,1864,Mexico,autodiegetic,other,novela romántica,none,17613
nh0252,RamirezJM,Gabriela,1862,Mexico,autodiegetic,other,novela romántica,none,20574
nh0253,CuellarJT,PecadoSiglo,1869,Mexico,heterodiegetic,novela histórica,novela romántica,novela,119738
