idno,author-short,title-short,year,country,narrative-perspective,subgenre-theme,subgenre-current,subgenre-novela,tokens
nh0071,MezaR,UltimasPaginas,1891,Cuba,heterodiegetic,other,novela romántica,novela,36132
nh0072,BarredaR,MisteriosCorazon,1875,Argentina,heterodiegetic,other,novela romántica,none,82395
nh0073,DiazCovarrubiasJ,Diablo,1858,Mexico,heterodiegetic,other,novela romántica,novela,17663
nh0074,GamboaF,UnoTantos,1889,Mexico,heterodiegetic,other,novela naturalista,none,18177
nh0075,DelgadoR,HistoriaVulgar,1904,Mexico,heterodiegetic,other,novela realista,none,23172
nh0076,HerediaN,Leonela,1893,Cuba,heterodiegetic,other,novela naturalista,none,84295
nh0078,AlvarezJS,ViajeMatreros,1897,Argentina,homodiegetic,other,unknown,none,26082
nh0080,GamboaF,Santa,1903,Mexico,heterodiegetic,other,novela naturalista,none,98005
nh0081,BungeCO,Sangre,1903,Argentina,heterodiegetic,novela histórica,unknown,novela,79999
nh0082,PodestaMT,AlmaNina,1892,Argentina,heterodiegetic,other,novela romántica,none,35006
nh0084,LarretaE,GloriaRamiro,1908,Argentina,heterodiegetic,novela histórica,novela modernista,none,88443
nh0085,SierraOReillyJ,AnoHospital,1841,Mexico,autodiegetic,other,novela romántica,novela,133942
nh0086,LugonesL,Guerra,1905,Argentina,heterodiegetic,novela histórica,novela modernista,none,62205
nh0088,MoranteP,Grandezas,1896,Argentina,heterodiegetic,other,novela naturalista,novela,56661
nh0091,CalcagnoF,DonEnriquito,1895,Cuba,heterodiegetic,novela histórica,unknown,novela,26096
nh0094,MansoJP,MisteriosPlata,1868,Argentina,heterodiegetic,novela histórica,novela romántica,novela,42919
nh0097,PazI,Corregidora,1887,Mexico,heterodiegetic,novela histórica,novela romántica,none,91038
nh0098,RosasdeRiveraM,MariaMontiel,1861,Argentina,heterodiegetic,other,novela romántica,novela,100570
nh0100,PortilloA,MariaLuisa,1896,Mexico,heterodiegetic,novela histórica,unknown,none,37570
nh0102,VillaverdeC,DosAmores,1858,Cuba,heterodiegetic,other,novela romántica,novela,53230
nh0103,ZamacoisN,MendigoSanAngel,1865,Mexico,heterodiegetic,novela histórica,unknown,novela,330876
nh0106,SierraOReillyJ,HijaJudio,1848,Mexico,heterodiegetic,novela histórica,novela romántica,novela,195753
nh0107,ZamacoisN,Pompeya,1871,Mexico,heterodiegetic,novela histórica,unknown,none,303394
nh0108,InclanLG,Astucia,1866,Mexico,heterodiegetic,novela histórica,novela romántica,novela,315998
nh0111,MateosJA,Insurgentes,1869,Mexico,heterodiegetic,novela histórica,novela romántica,novela,148644
nh0112,CalcagnoF,CrimenesConcha,1887,Cuba,heterodiegetic,other,unknown,none,51313
nh0113,GomezAvellanedaG,Sab,1841,Cuba,heterodiegetic,other,novela romántica,novela,53129
nh0115,GomezAvellanedaG,Guatimozin,1846,Cuba,heterodiegetic,novela histórica,novela romántica,novela,130454
nh0116,GomezAvellanedaG,VeladaHelecho,1857,Cuba,heterodiegetic,novela histórica,novela romántica,novela,19566
nh0117,GomezAvellanedaG,Espatolino,1844,Cuba,heterodiegetic,novela histórica,novela romántica,novela,58341
nh0120,PaynoM,Fistol,1846,Mexico,heterodiegetic,other,novela romántica,novela,239353
nh0121,SuarezRomeroA,Francisco,1839,Cuba,heterodiegetic,other,novela romántica,novela,36662
nh0122,RivaPalacioV,Muertos,1870,Mexico,heterodiegetic,novela histórica,novela romántica,novela,108815
nh0123,SylvaV,AsiSea,1893,Argentina,autodiegetic,other,unknown,novela,57822
nh0125,RivaPalacioV,Calvario,1868,Mexico,heterodiegetic,novela histórica,novela romántica,novela,136311
nh0128,PalmaPalmaE,HijaTutulXiu,1884,Mexico,heterodiegetic,other,unknown,novela,90415
nh0129,CuellarJT,Fuerenos,1883,Mexico,heterodiegetic,other,novela romántica,novela,25032
nh0133,CampoValleA,Rumba,1891,Mexico,heterodiegetic,other,novela realista,none,33506
nh0136,AzuelaM,MariaLuisa,1907,Mexico,heterodiegetic,other,novela naturalista,none,23358
nh0138,CuellarJT,GabrielCerrajero,1872,Mexico,heterodiegetic,other,novela romántica,novela,56883
nh0139,RoblesP,Plateados,1891,Mexico,heterodiegetic,novela histórica,unknown,none,52286
nh0142,OlavarriaFerrariE,TalamoHorca,1868,Mexico,heterodiegetic,novela histórica,novela romántica,novela,157266
nh0143,OlavarriaFerrariE,VenganzaRemordimiento,1869,Mexico,heterodiegetic,novela histórica,novela romántica,novela,151801
nh0144,CuellarJT,IsolinaExFigurante,1871,Mexico,heterodiegetic,other,novela romántica,novela,69206
nh0149,PazI,Marina,1883,Mexico,heterodiegetic,novela histórica,novela romántica,novela,188941
nh0150,LarrosaAnsaldoL,Esposos,1893,Argentina,heterodiegetic,novela histórica,novela romántica,novela,36721
nh0151,GuadalajaraJR,AmaliaPaginas,1891,Mexico,autodiegetic,other,novela romántica,none,36956
nh0152,PazI,Juarez,1904,Mexico,heterodiegetic,novela histórica,novela romántica,none,186349
nh0153,AuberNoyaVF,Ambarina,1858,Cuba,heterodiegetic,other,unknown,none,96986
nh0156,PazI,PiedraSacrificio,1871,Mexico,heterodiegetic,other,novela romántica,novela,110776
nh0157,SierraMendezJ,Confesiones,1873,Mexico,autodiegetic,other,novela romántica,none,20486
nh0158,EchaizJ,Paladin,1871,Mexico,heterodiegetic,novela histórica,novela romántica,novela,103198
nh0159,MateosJA,SolMayo,1868,Mexico,heterodiegetic,novela histórica,novela romántica,novela,178353
nh0160,BarredaR,PepaLarrica,1884,Argentina,heterodiegetic,novela histórica,unknown,none,120215
nh0161,LopezVF,GranSemana,1896,Argentina,autodiegetic,novela histórica,novela romántica,none,20770
nh0162,PazI,AmorDeViejo,1874,Mexico,heterodiegetic,other,novela romántica,novela,19325
nh0165,SaladoAlvarezV,RanasRey,1903,Mexico,autodiegetic,novela histórica,novela realista,none,58901
nh0166,BacardiMoreauE,ViaCrucis,1910,Cuba,heterodiegetic,novela histórica,unknown,none,99221
nh0167,PinaR,Geronimo,1856,Cuba,heterodiegetic,other,novela romántica,novela,85341
nh0168,GomezAvellanedaG,Dolores,1851,Cuba,heterodiegetic,novela histórica,unknown,novela,26730
nh0169,VillaverdeC,Penitente,1889,Cuba,homodiegetic,novela histórica,novela romántica,novela,36425
nh0171,CasteraP,Carmen,1882,Mexico,autodiegetic,other,novela romántica,none,62013
nh0172,LarrosaAnsaldoL,Lujo,1889,Argentina,heterodiegetic,other,novela romántica,novela,39528
nh0174,RabasaE,CuartoPoder,1888,Mexico,autodiegetic,other,novela realista,novela,39206
nh0176,OlascoagaMJ,SargentoClaro,1898,Argentina,heterodiegetic,novela histórica,unknown,novela,49116
nh0179,DominguezS,PerfilesMedallones,1886,Argentina,autodiegetic,other,novela naturalista,none,46760
nh0180,AnconaE,Filibustero,1864,Mexico,heterodiegetic,novela histórica,novela romántica,novela,101221
nh0181,AnconaE,MartiresAnahuac,1870,Mexico,heterodiegetic,novela histórica,novela romántica,novela,126730
nh0182,AnconaE,MemoriasAlferez,1904,Mexico,autodiegetic,novela histórica,novela romántica,novela,124274
nh0183,RiveraYRioJ,DramasNuevaYork,1869,Mexico,heterodiegetic,other,novela romántica,novela,175143
nh0184,AlmazanJP,HerejeMusulman,1870,Mexico,heterodiegetic,novela histórica,unknown,novela,73430
nh0191,GamboaF,LaLlaga,1910,Mexico,heterodiegetic,other,novela naturalista,none,112713
nh0192,GamboaF,SupremaLey,1896,Mexico,heterodiegetic,other,novela naturalista,none,114201
nh0193,GamboaF,Reconquista,1908,Mexico,heterodiegetic,other,novela naturalista,none,98704
nh0194,GamboaF,Metamorfosis,1899,Mexico,heterodiegetic,other,novela naturalista,none,120938
nh0196,PazI,AltezaSerenisima,1895,Mexico,heterodiegetic,novela histórica,novela romántica,none,76659
nh0203,RivaPalacioV,MonjaCasada,1868,Mexico,heterodiegetic,novela histórica,novela romántica,novela,144648
nh0204,AzuelaM,Fracasados,1908,Mexico,heterodiegetic,other,novela realista,none,43221
nh0207,GuerreroPallaresT,Anatomia,1856,Cuba,heterodiegetic,other,unknown,novela,136402
nh0208,SanchezMarmolM,AntonPerez,1903,Mexico,heterodiegetic,novela histórica,novela realista,novela,55622
nh0210,ZayasEnriquezR,Teniente,1902,Mexico,heterodiegetic,novela histórica,novela realista,novela,62052
nh0211,SanchezMarmolM,Pocahontas,1882,Mexico,heterodiegetic,other,unknown,none,35091
nh0213,BlancoCM,Salvaje,1891,Argentina,heterodiegetic,other,unknown,novela,20912
nh0215,CalcagnoF,BuscaEslabon,1888,Cuba,heterodiegetic,other,unknown,none,65047
nh0221,IglesiaA,Alondra,1897,Cuba,heterodiegetic,other,novela realista,novela,49828
nh0222,BungeCO,Xarcas,1903,Argentina,heterodiegetic,novela histórica,unknown,novela,33582
nh0225,GutierrezE,Mazorca,1888,Argentina,heterodiegetic,other,novela romántica,none,102306
nh0227,MateosJA,SacerdoteCaudillo,1869,Mexico,heterodiegetic,novela histórica,novela romántica,novela,190317
nh0231,IglesiaA,PepeAntonio,1903,Cuba,heterodiegetic,novela histórica,unknown,none,76720
nh0232,ParraP,Pacotillas,1900,Mexico,heterodiegetic,other,novela realista,novela,138974
nh0234,RiveraYRioJ,PobresRicos,1884,Mexico,heterodiegetic,other,novela romántica,novela,75198
nh0235,OcantosCM,Ginesa,1894,Argentina,heterodiegetic,other,novela realista,none,72786
nh0236,MoralesV,Gerardo,1874,Mexico,heterodiegetic,other,unknown,novela,55996
nh0237,PizarroN,Coqueta,1861,Mexico,heterodiegetic,other,novela romántica,novela,51132
nh0243,MarquezJ,HermanosSilencio,1896,Cuba,heterodiegetic,novela histórica,unknown,novela,27840
nh0247,CabralJV,AmeliaFloriani,1887,Argentina,heterodiegetic,novela histórica,novela romántica,novela,172938
nh0248,CabralJV,SanTelmo,1897,Argentina,heterodiegetic,novela histórica,novela romántica,none,35057
nh0249,CabralJV,LinaMontalvan,1880,Argentina,heterodiegetic,novela histórica,novela romántica,none,45183
nh0250,OchagaviaMR,AngelDemonio,1857,Argentina,heterodiegetic,other,novela romántica,novela,23494
nh0253,CuellarJT,PecadoSiglo,1869,Mexico,heterodiegetic,novela histórica,novela romántica,novela,119738
nh0254,GarciaVellosoE,Neurosis,1900,Argentina,heterodiegetic,other,novela naturalista,novela,15849
